from type -> to type,connections,synapses
PLP068 -> LCe03,1,2
PLP068 -> LTe17,1,2
PLP068 -> TmY31,1,2
PLP068 -> LC46,1,2
PLP068 -> LTe42a,1,2
PLP068 -> Li01,1,2
MTe01a -> MLt4,1,2
MeTu4a -> MTe04,1,2
LPC1 -> OA-AL2i1,1,2
MTe51 -> MeTu2b,1,2
LC29 -> LTe14,1,2
LC29 -> LTe49f,1,2
LC29 -> Li27,1,2
LC29 -> LC31b,1,2
LC29 -> LT63,1,2
LC29 -> LC10a,1,2
LC29 -> LC36,1,2
LC29 -> LT61a,1,2
MeTu1 -> Sm05,1,2
MeTu1 -> L4,1,2
MeTu4c -> Li31,1,2
LC25 -> LMt3,1,2
LC28a -> LT64,1,2
LT60 -> LT62,1,2
LT60 -> LT74,1,2
LT60 -> LTe18,1,2
LT60 -> LT56,1,2
LT60 -> Li31,1,2
LT60 -> LC17,1,2
LT60 -> LC10d,1,2
LT60 -> LT1a,1,2
LT60 -> LT79,1,2
LT60 -> LC11,1,2
LT60 -> Tm27,1,2
LT60 -> cM07,1,2
LC37a -> OA-AL2b1,1,2
LC37a -> Lat,1,2
LC37a -> LTe36,1,2
LC37a -> Tm8a,1,2
LC37a -> Li13,1,2
MeTu3c -> Tm5b,1,2
MTe50 -> Sm06,1,2
MTe50 -> Dm20,1,2
MTe50 -> Dm3p,1,2
LLPC1 -> T5c,1,2
LPLC1 -> LTe66,1,2
LPLC1 -> LPT22,1,2
LLPC2 -> H1,1,2
LLPC2 -> LMa3,1,2
aMe25 -> Tm8a,1,2
LTe14 -> LTe36,1,2
LTe14 -> Li33,1,2
LTe14 -> LT78,1,2
LC11 -> Tm5a,1,2
LLPC1 -> Li24,1,2
LC18 -> LT1b,1,2
LC18 -> Li02,1,2
LC28a -> Y3,1,2
LC28a -> LTe30,1,2
LC28a -> Tm5f,1,2
LC28a -> LTe41,1,2
MTe46 -> Li04,1,2
MTe46 -> Li10,1,2
LC33a -> LC36,1,2
LC33a -> LTe36,1,2
LC33a -> LTe38b,1,2
LC33a -> LTe69,1,2
LPLC4 -> LMt4,1,2
LPLC4 -> Am1,1,2
LPLC4 -> mALC5,1,2
LPLC4 -> T4a,1,2
LTe16 -> LTe03,1,2
LTe16 -> TmY31,1,2
LTe16 -> LTe14,1,2
LTe16 -> LT51,1,2
LTe16 -> LPLC4,1,2
LTe16 -> Tm37,1,2
LTe16 -> aMe20,1,2
MeTu2a -> MeTu1,1,2
MeTu2a -> Tm5e,1,2
LC13 -> LTe17,1,2
LC13 -> Tm7,1,2
LPT23 -> LPi03,1,2
LPT23 -> T4a,1,2
LPT23 -> OA-AL2i1,1,2
LT52 -> LTe16,1,2
LT52 -> LTe29,1,2
LT52 -> MeTu4c,1,2
MeTu1 -> aMe12,1,2
MTe25 -> Sm20,1,2
MTe25 -> MeTu3b,1,2
MTe25 -> MTe15,1,2
MTe25 -> Tm31,1,2
MTe25 -> MeMe_e03,1,2
MTe25 -> MLt5,1,2
MTe25 -> MTe51,1,2
MTe25 -> Sm03,1,2
MTe25 -> Sm19,1,2
MTe25 -> Tm7,1,2
MTe25 -> Sm13,1,2
MTe25 -> Tm5b,1,2
MTe25 -> Tm33,1,2
MTe25 -> MTe05,1,2
OA-AL2i4 -> Dm10,1,2
OA-AL2i4 -> cMLLP01,1,2
OA-AL2i4 -> CB0816,1,2
OA-AL2i4 -> aMe17b,1,2
OA-AL2i4 -> MTe37,1,2
OA-AL2i4 -> Dm20,1,2
OA-AL2i4 -> MTe51,1,2
OA-AL2i4 -> Sm22,1,2
OA-AL2i4 -> MeMe_e03,1,2
OA-AL2i4 -> Tm5a,1,2
OA-AL2i4 -> Tm37,1,2
OA-AL2i4 -> TmY9q,1,2
OA-AL2i4 -> Sm34,1,2
OA-AL2i4 -> Sm24,1,2
OA-AL2i4 -> Sm03,1,2
OA-AL2i4 -> aMe12,1,2
OA-AL2i4 -> MeMe_e06,1,2
OA-AL2i4 -> Tm27,1,2
OA-AL2i4 -> Tm16,1,2
OA-AL2i4 -> MeTu3b,1,2
OA-AL2i4 -> Sm10,1,2
OA-AL2i4 -> TmY5a,1,2
OA-AL2i4 -> MTe24,1,2
OA-AL2i4 -> cM03,1,2
OA-AL2i4 -> cM17,1,2
OA-AL2i4 -> aMe5,1,2
OA-AL2i4 -> Pm05,1,2
OA-AL2i4 -> MTe06,1,2
OA-AL2i4 -> s-LNva,1,2
OA-AL2i4 -> MLt8,1,2
OA-AL2i4 -> MTe05,1,2
LC20b -> LT57,1,2
LC20b -> Tm3,1,2
LC20b -> LMt3,1,2
LC20b -> cM10,1,2
LC20b -> Y12,1,2
LC20b -> TmY15,1,2
LC20b -> LC43,1,2
LC20b -> LT63,1,2
LC20b -> Tm32,1,2
LC20b -> Li03,1,2
cL12 -> cL10,1,2
cL12 -> LTe22,1,2
cL12 -> PLP251,1,2
cL12 -> LC20a,1,2
cL12 -> Tm32,1,2
cL12 -> LTe02,1,2
cL12 -> cM09,1,2
cL12 -> LLPt,1,2
cL12 -> LTe01,1,2
cL12 -> LC10a,1,2
cL12 -> LTe48,1,2
aMe5 -> cM09,1,2
aMe5 -> Sm40,1,2
aMe5 -> TmY16,1,2
aMe5 -> Tm5c,1,2
aMe5 -> Tm8b,1,2
aMe5 -> Sm05,1,2
aMe5 -> aMe15,1,2
LC22 -> LTe63,1,2
MTe50 -> Dm3v,1,2
MTe50 -> Sm08,1,2
MTe01b -> Mi13,1,2
MTe01b -> OA-ASM1,1,2
MTe01b -> Tm20,1,2
MTe02 -> Sm22,1,2
LT78 -> LC45,1,2
LT78 -> Tm7,1,2
LC31a -> LT11,1,2
LC31a -> LC14b,1,2
LC31a -> LMt1,1,2
LC31a -> LTe20,1,2
LC31a -> Li32,1,2
LC45 -> LTe47,1,2
LC4 -> LC16,1,2
LC21 -> Tm37,1,2
LLPC2 -> LTe24,1,2
LLPC2 -> DNp11,1,2
LC14a1 -> Tm33,1,2
LC10a -> LMt1,1,2
MeMe_e08 -> Sm31,1,2
LC9 -> LT34,1,2
LC10e -> LLPt,1,2
MeTu1 -> Mi2,1,2
LC9 -> cL02a,1,2
MeTu3c -> TmY16,1,2
LC4 -> LLPC3,1,2
LC4 -> T5b,1,2
LLPC2 -> LPi13,1,2
LC22 -> LT61a,1,2
LC22 -> LC12,1,2
MTe52 -> Tm5b,1,2
MTe52 -> Tm37,1,2
MTe52 -> Mi9,1,2
LC20b -> LTe13,1,2
LC20b -> LPLC2,1,2
aMe26 -> Tm32,1,2
aMe26 -> Sm40,1,2
aMe26 -> MTe29,1,2
aMe26 -> MeTu3c,1,2
aMe26 -> MLt8,1,2
LC14a2 -> LCe08,1,2
LC14a2 -> PLP155,1,2
LC14a2 -> LTe12,1,2
MTe50 -> Y3,1,2
LPTe01 -> LLPC2,1,2
LPTe01 -> Tm21,1,2
MeTu3a -> MTe25,1,2
MeTu3a -> MeTu3c,1,2
LPLC1 -> LPT48_vCal3,1,2
LPLC1 -> LT33,1,2
LC31a -> Tm5e,1,2
LC31a -> Li13,1,2
LC31a -> Y12,1,2
LC31a -> cM07,1,2
LT82a -> LT79,1,2
LT82a -> Li12,1,2
LT82a -> Li02,1,2
LT82a -> LT74,1,2
LT82a -> Li30,1,2
LT82a -> Li31,1,2
LT82a -> Li25,1,2
LT82a -> T2a,1,2
LT82a -> LC12,1,2
LT82a -> LPLC2,1,2
LT82a -> LC10c,1,2
LT82a -> LTe20,1,2
LT82a -> LLPt,1,2
cM19 -> Sm07,1,2
LTe65 -> LT51,1,2
LT57 -> LC10b,1,2
LT57 -> LT65,1,2
LT57 -> LLPt,1,2
MTe52 -> Mi10,1,2
MTe40 -> Tm5c,1,2
MTe40 -> aMe5,1,2
MTe40 -> TmY11,1,2
MTe40 -> Sm29,1,2
MTe40 -> Sm11,1,2
MTe40 -> MeMe_e04,1,2
MTe40 -> MTe10,1,2
MTe40 -> Sm09,1,2
MTe40 -> Sm05,1,2
MTe40 -> Mi4,1,2
MTe40 -> MTe01b,1,2
MTe40 -> MTe35,1,2
MTe40 -> MeTu3c,1,2
MTe40 -> Tm21,1,2
MTe40 -> Lawf1,1,2
LC9 -> mALC4,1,2
MeTu4a -> Sm22,1,2
cL09 -> Tm3,1,2
cL09 -> Li21,1,2
cL09 -> LMt3,1,2
cL09 -> Tm16,1,2
cL09 -> LMt2,1,2
cL09 -> OA-AL2i1,1,2
cL09 -> Tm4,1,2
LC4 -> mALC4,1,2
LC6 -> LC20a,1,2
LTe36 -> LC6,1,2
LTe36 -> LTe33,1,2
LTe36 -> Li31,1,2
LTe36 -> LC10d,1,2
LTe36 -> Li01,1,2
LTe36 -> Li10,1,2
cM05 -> Tm5d,1,2
cM05 -> MTe39,1,2
cM05 -> MTe50,1,2
cM05 -> Pm08,1,2
cM05 -> Sm09,1,2
cM05 -> Tm7,1,2
cM05 -> MTe13,1,2
cM05 -> MTe43,1,2
cM05 -> Dm20,1,2
cM05 -> Pm09,1,2
cM05 -> Sm07,1,2
cM05 -> Sm04,1,2
cM05 -> Pm03,1,2
cM05 -> cM17,1,2
cM05 -> Tlp4,1,2
cM05 -> LMa1,1,2
cM05 -> TmY10,1,2
cM05 -> Tm27,1,2
cM05 -> Sm41,1,2
cM05 -> Dm11,1,2
cM05 -> Dm9,1,2
cM05 -> Tm3,1,2
cM05 -> Tm36,1,2
cM05 -> AVLP534,1,2
cM05 -> MTe05,1,2
cM05 -> MeTu1,1,2
cM05 -> TmY14,1,2
cM05 -> MTe54,1,2
cM05 -> MeTu3a,1,2
cM05 -> Pm11,1,2
cM05 -> LC14b,1,2
cM05 -> MTe47,1,2
MeMe_e02 -> MLt2,1,2
MeMe_e02 -> MeMe_e06,1,2
MeMe_e02 -> Sm30,1,2
LPLC2 -> LT78,1,2
LCe03 -> Li16,1,2
LCe03 -> LC27,1,2
LCe03 -> LCe07,1,2
LC40 -> LPLC2,1,2
LC17 -> LT61b,1,2
cL21 -> LC6,1,2
cL21 -> Y11,1,2
cL21 -> LT1a,1,2
cL21 -> MeTu4a,1,2
cL21 -> VCH,1,2
MeTu4a -> cM01c,1,2
LC10b -> LTe68,1,2
LC10b -> TmY4,1,2
H1 -> LLPC2,1,2
H1 -> Pm14,1,2
H1 -> TmY31,1,2
H1 -> TmY3,1,2
H1 -> Tlp4,1,2
H1 -> T5c,1,2
H1 -> Tlp14,1,2
H1 -> LPT57,1,2
H1 -> MeMe_e08,1,2
H1 -> TmY10,1,2
LC10d -> Tm31,1,2
LC15 -> Tm37,1,2
VS2 -> T4b,1,2
VS2 -> LPi12,1,2
VS2 -> Am1,1,2
VS2 -> DNc02,1,2
MeTu3a -> MeTu1,1,2
LC16 -> LC28a,1,2
LC10a -> Tm25,1,2
PLP051 -> Tm32,1,2
PLP051 -> LTe64,1,2
PLP051 -> Li11,1,2
PLP051 -> Li02,1,2
PLP051 -> LT51,1,2
PLP051 -> Li08,1,2
PLP051 -> LC36,1,2
LC22 -> LC40,1,2
cLP03 -> VS4,1,2
LLPC3 -> VS8,1,2
MTe24 -> Sm18,1,2
MTe24 -> MeMe_e01,1,2
LPT57 -> H2,1,2
LPT57 -> T4b,1,2
LPT57 -> LPT42_Nod4,1,2
LPT57 -> TmY4,1,2
LPT57 -> T5a,1,2
LPT57 -> VST1,1,2
LPT57 -> LPi03,1,2
LPT57 -> LPT52,1,2
LPT57 -> LPT51,1,2
LPT57 -> Nod1,1,2
LPT57 -> Y3,1,2
LPT57 -> T5d,1,2
LPT57 -> LPT28,1,2
LC14a1 -> LC36,1,2
LT57 -> LTe75,1,2
LT57 -> OA-AL2b1,1,2
MTe07 -> Tm25,1,2
MTe07 -> Mi2,1,2
MTe07 -> Mi9,1,2
MTe07 -> OA-AL2i3,1,2
MTe07 -> Dm9,1,2
MTe07 -> Lawf1,1,2
MTe07 -> aMe17b,1,2
MTe07 -> Lat,1,2
MTe07 -> Mi1,1,2
MTe07 -> MTe38,1,2
LC10a -> LTe05,1,2
LCe06 -> LTe36,1,2
MeTu3c -> MTe07,1,2
LC15 -> LC39,1,2
CB0816 -> Tm5f,1,2
CB0816 -> MTe25,1,2
CB0816 -> Tm5d,1,2
CB0816 -> MeLp1,1,2
CB0816 -> Pm14,1,2
CB0816 -> Tm7,1,2
CB0816 -> Sm30,1,2
CB0816 -> T4d,1,2
CB0816 -> aMe10,1,2
CB0816 -> Pm07,1,2
CB0816 -> MTe41,1,2
LC10b -> LT76,1,2
LC10b -> LTe29,1,2
LC16 -> LLPC4,1,2
cL16 -> LT72,1,2
cL16 -> LC45,1,2
cL16 -> LTe03,1,2
cL16 -> LMa2,1,2
cL16 -> LTe37,1,2
cL16 -> Y3,1,2
cL16 -> LT76,1,2
cL16 -> LTe05,1,2
cL16 -> LTe42c,1,2
cL16 -> Li04,1,2
cL16 -> LC43,1,2
cL16 -> LC14a1,1,2
cL16 -> cL04,1,2
cL16 -> Li24,1,2
cL16 -> LC37a,1,2
cL16 -> LC17,1,2
cL16 -> LT11,1,2
cL16 -> LC10e,1,2
cL16 -> LMt2,1,2
cL16 -> LT36,1,2
cL16 -> LMa1,1,2
cL16 -> OA-ASM1,1,2
LPLC4 -> LTe33,1,2
LT61a -> TmY5a,1,2
LT61a -> LT83,1,2
LT61a -> LT60,1,2
LT61a -> LPLC4,1,2
LT61a -> LT66,1,2
LT61a -> LC18,1,2
LT61a -> Li31,1,2
LT61a -> LPLC1,1,2
LT61a -> LC29,1,2
LT61a -> LC35,1,2
LPT51 -> cM09,1,2
LPT51 -> VCH,1,2
LPT51 -> Nod1,1,2
LPT51 -> cM07,1,2
LT57 -> mALD1,1,2
LT57 -> aMe20,1,2
MeTu4a -> Sm32,1,2
MeTu3c -> Dm8a,1,2
MTe07 -> uncertain,1,2
MTe07 -> Sm22,1,2
MeTu3b -> MTe28,1,2
MeTu3b -> MTe51,1,2
MeTu4b -> MeTu4c,1,2
LC17 -> LLPC3,1,2
LC17 -> LC14a1,1,2
LPLC2 -> Y12,1,2
LTe43 -> LTe44,1,2
LTe43 -> LC34,1,2
cL02a -> cL20,1,2
cL02a -> Tm20,1,2
cL02a -> cM07,1,2
cL02a -> LTe65,1,2
cL02a -> LC36,1,2
cL02a -> Li04,1,2
cL02a -> OA-AL2b1,1,2
cL02a -> LT55,1,2
cL02a -> Tm32,1,2
LC39 -> LC22,1,2
LC39 -> LTe65,1,2
LC39 -> LC14a1,1,2
LC39 -> Li16,1,2
LPT31 -> Y1,1,2
LTe37 -> Li10,1,2
LTe37 -> Li02,1,2
LTe37 -> LT53,1,2
LPLC4 -> T2a,1,2
MTe50 -> Sm16,1,2
LC13 -> LTe65,1,2
LC17 -> LC31b,1,2
LC17 -> LMa3,1,2
LC27 -> LTe66,1,2
MTe01a -> Sm11,1,2
LC14a1 -> LPT45_dCal1,1,2
LTe67 -> LC33a,1,2
LC10b -> LTe75,1,2
LC10b -> MLt8,1,2
cLPL01 -> TmY14,1,2
cLPL01 -> LPi06,1,2
cLPL01 -> Y4,1,2
cLPL01 -> LPLC2,1,2
cLPL01 -> TmY11,1,2
cLPL01 -> LC13,1,2
cLPL01 -> Li21,1,2
LTe18 -> LT61a,1,2
LTe18 -> LT82a,1,2
LTe18 -> LT60,1,2
LTe18 -> Tm8b,1,2
LTe18 -> LMa1,1,2
LTe18 -> LC9,1,2
MTe54 -> Sm29,1,2
MTe54 -> Tm16,1,2
LC36 -> cL05,1,2
LC36 -> LTe21,1,2
LC36 -> LC10d,1,2
LC36 -> LT78,1,2
LC36 -> LC24,1,2
LC36 -> LTe58,1,2
LCe06 -> cM07,1,2
LPLC1 -> cL20,1,2
LC16 -> LC6,1,2
MeMe_e02 -> cM05,1,2
MeMe_e02 -> Mi15,1,2
MeMe_e02 -> cM13,1,2
LT52 -> LC27,1,2
LT52 -> LTe31,1,2
LC13 -> LCe02,1,2
LLPC2 -> LPT53,1,2
MeTu4a -> Tm8a,1,2
MTe35 -> Sm15,1,2
MTe35 -> MTe01b,1,2
MTe35 -> Mi10,1,2
MTe35 -> Sm42,1,2
MTe35 -> MLt6,1,2
MTe35 -> Dm2,1,2
MTe35 -> aMe5,1,2
LC22 -> cL07,1,2
LHPV2i2a -> aMe17a2,1,2
LHPV2i2a -> LC41,1,2
LPLC2 -> Tm31,1,2
MTe52 -> Tm2,1,2
LTe27 -> LC10f,1,2
LTe27 -> LC31b,1,2
LTe27 -> LT81,1,2
LTe27 -> Tm35,1,2
LTe27 -> LTe49c,1,2
aMe9 -> CB0566,1,2
LC4 -> LTe65,1,2
LC22 -> LTe58,1,2
LC10d -> TmY20,1,2
LC6 -> Li06,1,2
MeMe_e02 -> cM01c,1,2
MeMe_e02 -> TmY4,1,2
MeMe_e02 -> MTe51,1,2
LT61b -> LTe03,1,2
LT61b -> LC14a2,1,2
LT61b -> LC19,1,2
LT61b -> LTe45,1,2
LT61b -> LT53,1,2
LT61b -> Li18,1,2
LT61b -> LC4,1,2
LT61b -> Li13,1,2
LT61b -> Tm5f,1,2
LT61b -> LMa3,1,2
LT61b -> LT61a,1,2
LC6 -> Li01,1,2
LC6 -> DNp11,1,2
LC21 -> LC10c,1,2
aMe17b -> Mi10,1,2
aMe17b -> Sm34,1,2
aMe17b -> Tm1,1,2
aMe17b -> Sm27,1,2
aMe17b -> AVLP534,1,2
aMe17b -> Sm30,1,2
aMe17b -> Tm8a,1,2
aMe17b -> Sm06,1,2
aMe17b -> Dm9,1,2
aMe17b -> aMe17a1,1,2
aMe17b -> Sm02,1,2
aMe17b -> TmY9q⊥,1,2
LLPC3 -> Tm25,1,2
LC28a -> LTe64,1,2
LC28a -> Li07,1,2
LC28a -> LCe07,1,2
LC28a -> Tm33,1,2
LC16 -> Tm25,1,2
cL13 -> Y4,1,2
cL13 -> LTe17,1,2
cL13 -> LT70,1,2
cL13 -> TmY9q,1,2
cL13 -> LTe10,1,2
cL13 -> Li12,1,2
cL13 -> Li08,1,2
cL13 -> Li30,1,2
cL13 -> LC10f,1,2
cL13 -> Li24,1,2
cL13 -> LC10d,1,2
cL13 -> TmY20,1,2
cL13 -> LC41,1,2
cL13 -> LMa1,1,2
cL13 -> MLt5,1,2
cL13 -> cL16,1,2
cL13 -> LTe49c,1,2
cL13 -> LTe13,1,2
cL13 -> Li01,1,2
cL13 -> Li33,1,2
cML01 -> Tm5e,1,2
cML01 -> Tm1,1,2
cML01 -> Tm36,1,2
cML01 -> LLPC3,1,2
cML01 -> LC16,1,2
cML01 -> T5a,1,2
cML01 -> Y1,1,2
cML01 -> LT40,1,2
cML01 -> Dm18,1,2
cML01 -> Tm5f,1,2
cML01 -> Tm16,1,2
cML01 -> Dm8a,1,2
cML01 -> LC9,1,2
cML01 -> MTe40,1,2
cML01 -> MTe01a,1,2
cML01 -> LC31a,1,2
cML01 -> cL21,1,2
cML01 -> MTe27,1,2
cML01 -> Sm32,1,2
cML01 -> Tm5d,1,2
cML01 -> DNc02,1,2
cML01 -> MLt3,1,2
cML01 -> Tm2,1,2
cML01 -> MLt2,1,2
cML01 -> LT87,1,2
cML01 -> MTe44,1,2
cML01 -> Y12,1,2
cML01 -> Tm8a,1,2
cML01 -> cM07,1,2
cML01 -> Mi15,1,2
cML01 -> Tm8b,1,2
cML01 -> LT62,1,2
cML01 -> LT60,1,2
cML01 -> Sm15,1,2
cML01 -> Mi2,1,2
cML01 -> TmY31,1,2
cML01 -> LC28a,1,2
cML01 -> LPLC2,1,2
MTe03 -> Tm8b,1,2
MTe03 -> Tm32,1,2
MTe12 -> Tm5a,1,2
MTe12 -> Mi2,1,2
MTe12 -> Pm05,1,2
LTe03 -> Li01,1,2
LTe03 -> CB3238,1,2
LTe03 -> LTe35,1,2
MTe02 -> aMe19b,1,2
MTe54 -> MTe51,1,2
LC14b -> C3,1,2
LC14b -> LTe76,1,2
CB3235 -> LTe58,1,2
LTe09 -> MLt5,1,2
LC10d -> OA-AL2b1,1,2
LC10d -> LTe65,1,2
aMe8 -> LTe50,1,2
LC21 -> LT76,1,2
cL19 -> LTe55,1,2
cL19 -> LTe49a,1,2
cL19 -> LCe04,1,2
cL19 -> LCe03,1,2
cL19 -> LC14a2,1,2
cL19 -> LTe38c,1,2
LPT45_dCal1 -> TmY5a,1,2
MeTu4c -> cLM01,1,2
LC22 -> Li04,1,2
LT79 -> Li11,1,2
LT79 -> LC20b,1,2
LT79 -> Li09,1,2
LT79 -> LT63,1,2
LT79 -> T2a,1,2
LT79 -> LC10d,1,2
LT79 -> LC31b,1,2
LT79 -> LC24,1,2
LT79 -> LC26,1,2
LT79 -> LT67,1,2
LT79 -> LC16,1,2
LT79 -> LC43,1,2
LC10a -> LC35,1,2
cL10 -> mALC6,1,2
cL10 -> MeTu1,1,2
cL10 -> LPC2,1,2
cL10 -> Li08,1,2
cL10 -> LTe01,1,2
cL10 -> LTe02,1,2
cL10 -> LT51,1,2
cL10 -> Li04,1,2
cL10 -> MeTu2a,1,2
cL10 -> cL02b,1,2
cL10 -> LCe04,1,2
cL10 -> LTe25,1,2
cL10 -> MLt3,1,2
cL10 -> LPLC4,1,2
cL10 -> LTe36,1,2
cL10 -> Li12,1,2
cL10 -> LC18,1,2
cL10 -> LTe14,1,2
cL10 -> LT43,1,2
cL10 -> LT65,1,2
cL10 -> LT68,1,2
cL10 -> Mi14,1,2
cL10 -> LC20a,1,2
cL10 -> LTe07,1,2
cL10 -> Sm08,1,2
cL10 -> MeTu3a,1,2
cL10 -> Sm12,1,2
cL10 -> LC11,1,2
cL10 -> MeMe_e04,1,2
cL10 -> MTe53,1,2
cL10 -> PLP231,1,2
cL10 -> Mi15,1,2
cL10 -> LC10d,1,2
MTe01a -> Dm8a,1,2
MTe01a -> MTe52,1,2
LC16 -> Tm4,1,2
OA-AL2b1 -> LT65,1,2
OA-AL2b1 -> LPLC4,1,2
OA-AL2b1 -> Li06,1,2
OA-AL2b1 -> LTe49f,1,2
OA-AL2b1 -> LTe33,1,2
MTe52 -> MC65,1,2
MTe52 -> Pm11,1,2
MTe52 -> Y1,1,2
LC33a -> Li05,1,2
MTe33 -> Tm37,1,2
MTe33 -> Sm07,1,2
MTe33 -> MTe32,1,2
MTe33 -> Sm13,1,2
MTe33 -> MTe02,1,2
MTe33 -> Tm5f,1,2
MTe33 -> Sm41,1,2
MTe33 -> Sm09,1,2
LT36 -> TmY20,1,2
LT36 -> LTe53,1,2
LT36 -> LT64,1,2
LT36 -> LC10b,1,2
LT36 -> LT84,1,2
LT36 -> Tm7,1,2
LT36 -> Tm36,1,2
LT36 -> cM08a,1,2
LT36 -> LC28a,1,2
LT36 -> LT38,1,2
LT36 -> MeTu4c,1,2
LT36 -> Tm35,1,2
LT36 -> LT86,1,2
LT36 -> LTe01,1,2
LT36 -> cL06,1,2
LT36 -> LTe17,1,2
LT36 -> MLt5,1,2
LT36 -> LTe64,1,2
LT36 -> Li02,1,2
LT36 -> cLLP02,1,2
LC40 -> LC21,1,2
LC40 -> LTe38a,1,2
LC40 -> LC22,1,2
LC40 -> LC10a,1,2
LC40 -> LC10d,1,2
LLPC3 -> C3,1,2
MeTu4a -> cM10,1,2
cM08c -> Sm28,1,2
cM08c -> Sm07,1,2
cM08c -> Sm29,1,2
cM08c -> LT51,1,2
cM08c -> LTe22,1,2
cM08c -> Sm05,1,2
cM08c -> Tm9,1,2
cM08c -> Li13,1,2
cM08c -> Tm5e,1,2
cM08c -> Mi13,1,2
cM08c -> LC10b,1,2
cM08c -> LT52,1,2
cM08c -> LTe25,1,2
cM08c -> Li04,1,2
cM08c -> MeTu3c,1,2
cM08c -> LT58,1,2
MeTu3a -> Mi15,1,2
MeTu3a -> MTe13,1,2
OA-AL2i3 -> cM04,1,2
OA-AL2i3 -> Dm3q,1,2
OA-AL2i3 -> l-LNv,1,2
OA-AL2i3 -> cM07,1,2
OA-AL2i3 -> aMe5,1,2
OA-AL2i3 -> L1,1,2
cLP01 -> cLLPM01,1,2
cLP01 -> VST2,1,2
mALC6 -> LTe57,1,2
mALC6 -> Li02,1,2
mALC6 -> Li10,1,2
LC6 -> Tm5c,1,2
LC6 -> Li18,1,2
LC6 -> TmY5a,1,2
LC22 -> TmY9q⊥,1,2
LLPC2 -> LT81,1,2
LLPC2 -> LT38,1,2
LC10d -> Tlp5,1,2
MeMe_e08 -> C2,1,2
MeMe_e08 -> C3,1,2
MeMe_e08 -> T5d,1,2
MeMe_e08 -> T4a,1,2
MeTu3b -> OA-AL2i4,1,2
MeTu3b -> MLt7,1,2
LT59 -> Li29,1,2
LT59 -> Li33,1,2
LT59 -> cL22b,1,2
LT59 -> PLP051,1,2
LT59 -> LC20a,1,2
LT59 -> LC10e,1,2
LT59 -> Tm5e,1,2
LT59 -> Li28,1,2
LT59 -> LC34,1,2
LT59 -> LC40,1,2
LT59 -> MLt2,1,2
LT59 -> Lat,1,2
LT59 -> Li09,1,2
MTe01b -> Sm26,1,2
LC11 -> Tm7,1,2
DNc01 -> Dm6,1,2
DNc01 -> Dm8b,1,2
DNc01 -> T2a,1,2
DNc01 -> Sm21,1,2
DNc01 -> Lawf1,1,2
CB0816 -> MTe04,1,2
CB0816 -> L1,1,2
CB0816 -> aMe20,1,2
CB0816 -> MTe07,1,2
LC29 -> LC35,1,2
uncertain -> Nod3,1,2
LCe01a -> LC10b,1,2
LCe01a -> LT76,1,2
LT40 -> LC13,1,2
LT40 -> Tlp14,1,2
LT40 -> cL09,1,2
LT40 -> LC10b,1,2
LT40 -> TmY31,1,2
LT40 -> Li07,1,2
LT40 -> LC17,1,2
LT40 -> Li29,1,2
LT40 -> Y12,1,2
LT40 -> LMt2,1,2
LT40 -> Li33,1,2
LT40 -> LC28a,1,2
LT40 -> Tm27,1,2
LT40 -> TmY5a,1,2
LT40 -> Y4,1,2
LT40 -> cL15,1,2
LT40 -> TmY4,1,2
LT40 -> Tlp4,1,2
LT40 -> LMa2,1,2
LT40 -> Li13,1,2
LT40 -> LC12,1,2
LTe02 -> MeTu4a,1,2
LTe02 -> LPLC4,1,2
LTe33 -> Tm5f,1,2
LTe33 -> Tm20,1,2
LTe33 -> LC14b,1,2
LTe33 -> LCe01a,1,2
LTe33 -> T2a,1,2
LTe33 -> LT57,1,2
LTe33 -> Li02,1,2
LTe33 -> TmY10,1,2
LTe33 -> LTe14,1,2
LTe33 -> LC26,1,2
LTe33 -> Li27,1,2
LTe33 -> Li05,1,2
LTe33 -> LTe49a,1,2
LTe33 -> LTe08,1,2
LTe33 -> LTe67,1,2
LTe33 -> aMe8,1,2
LTe33 -> LTe02,1,2
LC25 -> Li13,1,2
LC25 -> LTe20,1,2
LLPC1 -> Tm16,1,2
LTe49f -> LPLC4,1,2
LTe49f -> LTe24,1,2
LTe49f -> Li10,1,2
LTe49f -> LT81,1,2
LC11 -> Tm33,1,2
LTe23 -> Li33,1,2
LC10a -> LMa5,1,2
LC10a -> Li28,1,2
MTe51 -> Tm33,1,2
MTe51 -> LMa4,1,2
HSN -> CT1,1,2
HSN -> T5c,1,2
HSN -> Tm2,1,2
HSN -> Tm27,1,2
HSN -> LPC1,1,2
HSN -> LPLC4,1,2
HSN -> LPi02,1,2
HSN -> LPT23,1,2
HSN -> T4c,1,2
LC28a -> cL11,1,2
LC28a -> TmY16,1,2
LC28a -> cL22b,1,2
LC12 -> LPLC4,1,2
LPC1 -> VCH,1,2
cM19 -> aMe1,1,2
LPLC2 -> cMLLP02,1,2
LC21 -> cL02b,1,2
LPLC1 -> LC20b,1,2
LTe58 -> cL16,1,2
LTe58 -> Li01,1,2
LTe58 -> LC14b,1,2
LC4 -> LT40,1,2
MTe52 -> MTe51,1,2
LC31a -> Li12,1,2
LC31a -> Tm4,1,2
LC31a -> LC4,1,2
MTe02 -> MTe40,1,2
MTe01b -> MLt2,1,2
LC10d -> LTe24,1,2
